"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,111.3925,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,111.5904,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,111.7847,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,111.983,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,112.1925,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,112.4128,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,112.6501,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,112.9058,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,113.1825,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,113.4685,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,113.7565,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,114.0532,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,114.3649,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,114.6919,,
"LOLITOTR_STSA","Trend restored (CLI)","ONM","OECD + Major Six NME","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,115.0417,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-02","Feb-1947","IDX","Index","0","Units",,,102.6547,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-03","Mar-1947","IDX","Index","0","Units",,,102.2035,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-04","Apr-1947","IDX","Index","0","Units",,,101.7627,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-05","May-1947","IDX","Index","0","Units",,,101.3483,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-06","Jun-1947","IDX","Index","0","Units",,,100.9828,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-07","Jul-1947","IDX","Index","0","Units",,,100.6922,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-08","Aug-1947","IDX","Index","0","Units",,,100.5014,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-09","Sep-1947","IDX","Index","0","Units",,,100.4243,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-10","Oct-1947","IDX","Index","0","Units",,,100.4467,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-11","Nov-1947","IDX","Index","0","Units",,,100.5439,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1947-12","Dec-1947","IDX","Index","0","Units",,,100.6896,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-01","Jan-1948","IDX","Index","0","Units",,,100.8604,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-02","Feb-1948","IDX","Index","0","Units",,,101.0352,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-03","Mar-1948","IDX","Index","0","Units",,,101.1926,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-04","Apr-1948","IDX","Index","0","Units",,,101.3084,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-05","May-1948","IDX","Index","0","Units",,,101.3574,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-06","Jun-1948","IDX","Index","0","Units",,,101.3185,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-07","Jul-1948","IDX","Index","0","Units",,,101.1846,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-08","Aug-1948","IDX","Index","0","Units",,,100.9523,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-09","Sep-1948","IDX","Index","0","Units",,,100.6191,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-10","Oct-1948","IDX","Index","0","Units",,,100.1866,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-11","Nov-1948","IDX","Index","0","Units",,,99.66079,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1948-12","Dec-1948","IDX","Index","0","Units",,,99.05816,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-01","Jan-1949","IDX","Index","0","Units",,,98.41915,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-02","Feb-1949","IDX","Index","0","Units",,,97.79087,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-03","Mar-1949","IDX","Index","0","Units",,,97.21331,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-04","Apr-1949","IDX","Index","0","Units",,,96.70545,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-05","May-1949","IDX","Index","0","Units",,,96.27253,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-06","Jun-1949","IDX","Index","0","Units",,,95.90807,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-07","Jul-1949","IDX","Index","0","Units",,,95.59044,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-08","Aug-1949","IDX","Index","0","Units",,,95.30564,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-09","Sep-1949","IDX","Index","0","Units",,,95.06622,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-10","Oct-1949","IDX","Index","0","Units",,,94.92747,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-11","Nov-1949","IDX","Index","0","Units",,,94.95814,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1949-12","Dec-1949","IDX","Index","0","Units",,,95.2046,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-01","Jan-1950","IDX","Index","0","Units",,,95.64224,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-02","Feb-1950","IDX","Index","0","Units",,,96.21786,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-03","Mar-1950","IDX","Index","0","Units",,,96.87691,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-04","Apr-1950","IDX","Index","0","Units",,,97.58076,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-05","May-1950","IDX","Index","0","Units",,,98.30083,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-06","Jun-1950","IDX","Index","0","Units",,,99.00894,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-07","Jul-1950","IDX","Index","0","Units",,,99.66565,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-08","Aug-1950","IDX","Index","0","Units",,,100.2303,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-09","Sep-1950","IDX","Index","0","Units",,,100.6745,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-10","Oct-1950","IDX","Index","0","Units",,,101.0014,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-11","Nov-1950","IDX","Index","0","Units",,,101.2301,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1950-12","Dec-1950","IDX","Index","0","Units",,,101.3876,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-01","Jan-1951","IDX","Index","0","Units",,,101.5065,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-02","Feb-1951","IDX","Index","0","Units",,,101.6168,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-03","Mar-1951","IDX","Index","0","Units",,,101.7387,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-04","Apr-1951","IDX","Index","0","Units",,,101.8769,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-05","May-1951","IDX","Index","0","Units",,,102.0238,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-06","Jun-1951","IDX","Index","0","Units",,,102.1605,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-07","Jul-1951","IDX","Index","0","Units",,,102.2583,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-08","Aug-1951","IDX","Index","0","Units",,,102.2881,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-09","Sep-1951","IDX","Index","0","Units",,,102.2347,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-10","Oct-1951","IDX","Index","0","Units",,,102.1136,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-11","Nov-1951","IDX","Index","0","Units",,,101.9513,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1951-12","Dec-1951","IDX","Index","0","Units",,,101.7697,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-01","Jan-1952","IDX","Index","0","Units",,,101.5744,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-02","Feb-1952","IDX","Index","0","Units",,,101.365,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-03","Mar-1952","IDX","Index","0","Units",,,101.1467,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-04","Apr-1952","IDX","Index","0","Units",,,100.9433,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-05","May-1952","IDX","Index","0","Units",,,100.7898,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-06","Jun-1952","IDX","Index","0","Units",,,100.7253,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-07","Jul-1952","IDX","Index","0","Units",,,100.7824,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-08","Aug-1952","IDX","Index","0","Units",,,100.983,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-09","Sep-1952","IDX","Index","0","Units",,,101.3255,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-10","Oct-1952","IDX","Index","0","Units",,,101.761,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-11","Nov-1952","IDX","Index","0","Units",,,102.2212,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1952-12","Dec-1952","IDX","Index","0","Units",,,102.6396,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-01","Jan-1953","IDX","Index","0","Units",,,102.9713,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-02","Feb-1953","IDX","Index","0","Units",,,103.184,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-03","Mar-1953","IDX","Index","0","Units",,,103.2553,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-04","Apr-1953","IDX","Index","0","Units",,,103.1779,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-05","May-1953","IDX","Index","0","Units",,,102.9498,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-06","Jun-1953","IDX","Index","0","Units",,,102.5749,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-07","Jul-1953","IDX","Index","0","Units",,,102.0743,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-08","Aug-1953","IDX","Index","0","Units",,,101.4759,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-09","Sep-1953","IDX","Index","0","Units",,,100.8131,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-10","Oct-1953","IDX","Index","0","Units",,,100.1312,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-11","Nov-1953","IDX","Index","0","Units",,,99.47588,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1953-12","Dec-1953","IDX","Index","0","Units",,,98.88397,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-01","Jan-1954","IDX","Index","0","Units",,,98.37334,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-02","Feb-1954","IDX","Index","0","Units",,,97.9538,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-03","Mar-1954","IDX","Index","0","Units",,,97.63219,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-04","Apr-1954","IDX","Index","0","Units",,,97.41135,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-05","May-1954","IDX","Index","0","Units",,,97.2959,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-06","Jun-1954","IDX","Index","0","Units",,,97.29115,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-07","Jul-1954","IDX","Index","0","Units",,,97.39457,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-08","Aug-1954","IDX","Index","0","Units",,,97.60324,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-09","Sep-1954","IDX","Index","0","Units",,,97.91352,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-10","Oct-1954","IDX","Index","0","Units",,,98.31318,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-11","Nov-1954","IDX","Index","0","Units",,,98.78581,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1954-12","Dec-1954","IDX","Index","0","Units",,,99.30875,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-01","Jan-1955","IDX","Index","0","Units",,,99.84564,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-02","Feb-1955","IDX","Index","0","Units",,,100.3575,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-03","Mar-1955","IDX","Index","0","Units",,,100.8129,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-04","Apr-1955","IDX","Index","0","Units",,,101.2004,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-05","May-1955","IDX","Index","0","Units",,,101.5171,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-06","Jun-1955","IDX","Index","0","Units",,,101.7615,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-07","Jul-1955","IDX","Index","0","Units",,,101.9322,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-08","Aug-1955","IDX","Index","0","Units",,,102.0252,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-09","Sep-1955","IDX","Index","0","Units",,,102.0366,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-10","Oct-1955","IDX","Index","0","Units",,,101.971,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-11","Nov-1955","IDX","Index","0","Units",,,101.8381,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1955-12","Dec-1955","IDX","Index","0","Units",,,101.6548,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-01","Jan-1956","IDX","Index","0","Units",,,101.4521,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-02","Feb-1956","IDX","Index","0","Units",,,101.2621,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-03","Mar-1956","IDX","Index","0","Units",,,101.1065,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-04","Apr-1956","IDX","Index","0","Units",,,100.9848,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-05","May-1956","IDX","Index","0","Units",,,100.8891,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-06","Jun-1956","IDX","Index","0","Units",,,100.8173,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-07","Jul-1956","IDX","Index","0","Units",,,100.7834,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-08","Aug-1956","IDX","Index","0","Units",,,100.8052,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-09","Sep-1956","IDX","Index","0","Units",,,100.8889,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-10","Oct-1956","IDX","Index","0","Units",,,101.01,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-11","Nov-1956","IDX","Index","0","Units",,,101.1314,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1956-12","Dec-1956","IDX","Index","0","Units",,,101.2188,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-01","Jan-1957","IDX","Index","0","Units",,,101.2561,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-02","Feb-1957","IDX","Index","0","Units",,,101.2397,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-03","Mar-1957","IDX","Index","0","Units",,,101.1761,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-04","Apr-1957","IDX","Index","0","Units",,,101.0835,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-05","May-1957","IDX","Index","0","Units",,,100.9757,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-06","Jun-1957","IDX","Index","0","Units",,,100.8488,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-07","Jul-1957","IDX","Index","0","Units",,,100.6685,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-08","Aug-1957","IDX","Index","0","Units",,,100.3882,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-09","Sep-1957","IDX","Index","0","Units",,,99.97054,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-10","Oct-1957","IDX","Index","0","Units",,,99.41611,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-11","Nov-1957","IDX","Index","0","Units",,,98.75267,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1957-12","Dec-1957","IDX","Index","0","Units",,,98.03408,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-01","Jan-1958","IDX","Index","0","Units",,,97.34663,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-02","Feb-1958","IDX","Index","0","Units",,,96.78332,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-03","Mar-1958","IDX","Index","0","Units",,,96.41737,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-04","Apr-1958","IDX","Index","0","Units",,,96.26777,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-05","May-1958","IDX","Index","0","Units",,,96.32676,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-06","Jun-1958","IDX","Index","0","Units",,,96.57029,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-07","Jul-1958","IDX","Index","0","Units",,,96.95262,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-08","Aug-1958","IDX","Index","0","Units",,,97.42541,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-09","Sep-1958","IDX","Index","0","Units",,,97.94655,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-10","Oct-1958","IDX","Index","0","Units",,,98.48252,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-11","Nov-1958","IDX","Index","0","Units",,,99.00888,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1958-12","Dec-1958","IDX","Index","0","Units",,,99.50936,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-01","Jan-1959","IDX","Index","0","Units",,,99.97523,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-02","Feb-1959","IDX","Index","0","Units",,,100.3973,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-03","Mar-1959","IDX","Index","0","Units",,,100.7602,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-04","Apr-1959","IDX","Index","0","Units",,,101.0388,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-05","May-1959","IDX","Index","0","Units",,,101.208,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-06","Jun-1959","IDX","Index","0","Units",,,101.2581,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-07","Jul-1959","IDX","Index","0","Units",,,101.2177,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-08","Aug-1959","IDX","Index","0","Units",,,101.132,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-09","Sep-1959","IDX","Index","0","Units",,,101.0481,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-10","Oct-1959","IDX","Index","0","Units",,,101.0029,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-11","Nov-1959","IDX","Index","0","Units",,,101.0163,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1959-12","Dec-1959","IDX","Index","0","Units",,,101.0815,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-01","Jan-1960","IDX","Index","0","Units",,,101.1504,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-02","Feb-1960","IDX","Index","0","Units",,,101.1624,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-03","Mar-1960","IDX","Index","0","Units",,,101.0727,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-04","Apr-1960","IDX","Index","0","Units",,,100.884,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-05","May-1960","IDX","Index","0","Units",,,100.6188,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-06","Jun-1960","IDX","Index","0","Units",,,100.2977,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-07","Jul-1960","IDX","Index","0","Units",,,99.92416,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-08","Aug-1960","IDX","Index","0","Units",,,99.49768,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-09","Sep-1960","IDX","Index","0","Units",,,99.02987,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-10","Oct-1960","IDX","Index","0","Units",,,98.56415,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-11","Nov-1960","IDX","Index","0","Units",,,98.15584,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1960-12","Dec-1960","IDX","Index","0","Units",,,97.85256,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-01","Jan-1961","IDX","Index","0","Units",,,97.67104,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-02","Feb-1961","IDX","Index","0","Units",,,97.61229,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-03","Mar-1961","IDX","Index","0","Units",,,97.66741,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-04","Apr-1961","IDX","Index","0","Units",,,97.81399,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-05","May-1961","IDX","Index","0","Units",,,98.0277,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-06","Jun-1961","IDX","Index","0","Units",,,98.28699,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-07","Jul-1961","IDX","Index","0","Units",,,98.5724,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-08","Aug-1961","IDX","Index","0","Units",,,98.86811,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-09","Sep-1961","IDX","Index","0","Units",,,99.16119,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-10","Oct-1961","IDX","Index","0","Units",,,99.43951,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-11","Nov-1961","IDX","Index","0","Units",,,99.69116,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1961-12","Dec-1961","IDX","Index","0","Units",,,99.90452,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-01","Jan-1962","IDX","Index","0","Units",,,100.0696,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-02","Feb-1962","IDX","Index","0","Units",,,100.1783,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-03","Mar-1962","IDX","Index","0","Units",,,100.2279,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-04","Apr-1962","IDX","Index","0","Units",,,100.2277,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-05","May-1962","IDX","Index","0","Units",,,100.1893,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-06","Jun-1962","IDX","Index","0","Units",,,100.1203,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-07","Jul-1962","IDX","Index","0","Units",,,100.0201,,
"LORSGPRT","Ratio to trend (GDP)","USA","United States","M","Monthly","1962-08","Aug-1962","IDX","Index","0","Units",,,99.88547,,
