"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units",,,100.189,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units",,,100.2366,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units",,,100.3388,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units",,,100.4263,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-05","May-2014","IDX","Index","0","Units",,,100.4841,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units",,,100.5267,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units",,,100.6241,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units",,,100.7545,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units",,,100.7697,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units",,,100.7875,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units",,,100.6952,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units",,,100.4455,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,100.1908,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,99.98954,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,99.85154,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,99.81408,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,99.87081,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,99.86295,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,99.73604,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,99.54782,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,99.34432,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,99.15997,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,99.01206,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,98.95973,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,99.04285,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,99.25074,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,99.48084,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,99.60256,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,99.70792,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,99.78075,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,99.69591,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,99.54356,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,99.58858,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,99.7541,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,100.0154,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,100.3179,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,100.5878,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,100.7429,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,100.6947,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,100.548,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,100.5454,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,100.7117,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,100.8778,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,101.1202,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,101.2818,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,101.2515,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,101.2211,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,101.2764,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,101.3233,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,101.3458,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,101.234,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,101.1163,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,101.1585,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,101.263,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,101.3192,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,101.4127,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,101.3302,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,101.1345,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.934,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.6392,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.4973,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.3426,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,100.2187,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,100.0108,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.8204,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.65042,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.44967,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.19901,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.00765,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,98.9249,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,98.85977,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,98.76831,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-01","Jan-1984","IDX","Index","0","Units",,,100.5018,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-02","Feb-1984","IDX","Index","0","Units",,,100.3884,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-03","Mar-1984","IDX","Index","0","Units",,,100.3225,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-04","Apr-1984","IDX","Index","0","Units",,,100.3135,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-05","May-1984","IDX","Index","0","Units",,,100.2769,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-06","Jun-1984","IDX","Index","0","Units",,,100.2132,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-07","Jul-1984","IDX","Index","0","Units",,,100.0697,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-08","Aug-1984","IDX","Index","0","Units",,,99.86884,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-09","Sep-1984","IDX","Index","0","Units",,,99.69415,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-10","Oct-1984","IDX","Index","0","Units",,,99.61327,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-11","Nov-1984","IDX","Index","0","Units",,,99.58213,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1984-12","Dec-1984","IDX","Index","0","Units",,,99.58292,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1985-01","Jan-1985","IDX","Index","0","Units",,,99.56401,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","ONM","OECD + Major Six NME","M","Monthly","1985-02","Feb-1985","IDX","Index","0","Units",,,99.5066,,
